time	HR1	HR2	Resp1	Resp2	Study	Group	Trial	Condition
484204.5	0.22302292387772618	0.979628818222959	-0.8715649735337986	0.15991379011207954	4	404	3	Synchronous
485204.5	0.4317113395883007	-0.24791667968121378	-0.43644777183116523	-0.9553214920643333	4	404	3	Synchronous
486204.5	0.31370216002686513	-1.3809258029952178	-0.6487774856488782	-1.4630914250158482	4	404	3	Synchronous
487204.5	-0.04920104413904337	-1.5893748754196153	0.2132768246978365	-0.195630198695783	4	404	3	Synchronous
488204.5	0.22419482703576077	-0.9245305615232199	0.3375922901758423	0.15902212867371934	4	404	3	Synchronous
489204.5	0.2418365048735815	-0.6890100569499973	-1.3521711311121145	-1.0186430933679116	4	404	3	Synchronous
490204.5	-0.2320335699649234	-0.3049644362592829	-1.9246192117386516	0.412771467292864	4	404	3	Synchronous
491204.5	-0.319016580929511	0.5422115890212601	-0.022476978125533124	-0.4902647538466714	4	404	3	Synchronous
492204.5	0.1800036168773782	0.5388873575309642	-0.44664068973236004	-1.1405881686711774	4	404	3	Synchronous
493204.5	0.26073577592736613	0.49761941498152984	-0.8207571057979386	0.5012015656898576	4	404	3	Synchronous
494204.5	0.2921194672530204	0.43522007930203144	0.1099030999607492	0.3825289726623003	4	404	3	Synchronous
495204.5	-1.828099627894089	-0.15465668595368562	0.7733198919404516	0.9137612315921252	4	404	3	Synchronous
496204.5	0.5169776751996149	-0.5114728417572081	-0.717942376572419	0.4683418528673874	4	404	3	Synchronous
497204.5	0.9636454992928181	-0.8182044661173099	-0.5025009252340326	0.2975408083585111	4	404	3	Synchronous
498204.5	0.9436617564898181	-0.29032162537659467	0.9941067746330517	1.28823826954962	4	404	3	Synchronous
499204.5	0.45716844712424226	0.651395054061132	1.0088252305217333	1.1805908655042932	4	404	3	Synchronous
500204.5	-0.42267793882589777	0.61894622924074	1.3405123342463703	0.8948169442224766	4	404	3	Synchronous
501204.5	-1.1171224097230186	0.397831836589045	1.346640625581533	0.48994884831732594	4	404	3	Synchronous
502204.5	-1.2703001197626638	0.2247489892726964	1.2550619302050698	-0.27906959855561037	4	404	3	Synchronous
503204.5	-0.8872804402715087	0.4609605661087567	1.6757271606792892	1.0178795046268714	4	404	3	Synchronous
504204.5	-0.08618284069901382	0.5472808139624928	0.7877561369068259	0.4609526530739114	4	404	3	Synchronous
505204.5	-0.031223740410087873	-0.12556418937621353	0.46462044670452946	-0.40259966488484683	4	404	3	Synchronous
506204.5	-0.19187087112716344	-0.5183755499237299	-0.09532179653610554	-1.073574378127887	4	404	3	Synchronous
507204.5	-0.2588520630269103	-0.40334578783533376	-0.43118249330003	0.4158170948850251	4	404	3	Synchronous
508204.5	2.3657709321454288	0.17419932725232531	-0.4597577414273654	-0.27052589106262925	4	404	3	Synchronous
509204.5	-1.1753526824062142	-0.0662443717639823	0.05724913191086859	-0.298462821708081	4	404	3	Synchronous
510204.5	0.19944342144034996	0.283969248594063	1.0085246247464357	0.6352621600780148	4	404	3	Synchronous
511204.5	0.31758633415103404	0.12014003122696114	0.3206325685496755	-0.3600802727556028	4	404	3	Synchronous
512204.5	-0.04873610345166077	-0.15261334832397533	-0.45944411958484677	-0.7864021942173032	4	404	3	Synchronous
513204.5	-0.19208503129620735	-0.16863958760244585	1.2029746127784375	-2.093737053660305	4	404	3	Synchronous
514204.5	0.01403918025442738	0.10204034172904575	0.6262779035652777	-0.0611084199154928	4	404	3	Synchronous
515204.5	-0.04514958337312128	0.6420608709890894	0.463760904851761	0.3025606814763444	4	404	3	Synchronous
516204.5	-0.0774373476939454	0.191830987739265	-0.5870453218456088	0.6147921518881707	4	404	3	Synchronous
517204.5	0.5928190056349122	0.11608831224903067	-0.9089776082841156	0.6315745413294886	4	404	3	Synchronous
518204.5	0.9513526795993699	-0.2448357804809545	-0.062125339355504364	-0.3828985641993203	4	404	3	Synchronous
519204.5	0.9894073692246592	-0.5462415031417246	-0.8171096233844044	-1.3482840022263565	4	404	3	Synchronous
520204.5	0.6941133478668133	-0.6125981544412856	0.2646480920118444	0.8443094687145621	4	404	3	Synchronous
521204.5	0.730299892867025	0.24144984393356972	0.11100115678778459	1.1007019713254893	4	404	3	Synchronous
522204.5	0.2548982869264256	0.3173295433786376	-0.6484381704462698	0.4830344899350119	4	404	3	Synchronous
523204.5	-0.4611688108585883	0.3610888942244004	0.27473994223126186	1.27384813691382	4	404	3	Synchronous
524204.5	-0.8354006201413231	0.6676271794182468	-0.04964853552593782	1.3113521087127675	4	404	3	Synchronous
525204.5	-1.031309417618862	0.5113953217547367	-0.915412425030627	1.0637819441822263	4	404	3	Synchronous
526204.5	-0.9921628879909679	-0.02821162625832743	-0.2121264087734657	0.9866771072437218	4	404	3	Synchronous
527204.5	-0.31016289025651345	-0.14290974135552992	-0.24350638759394086	0.5945409195736227	4	404	3	Synchronous
528204.5	-0.22673812191125142	-0.23958873953018922	-0.6693967785838885	-0.761137291689017	4	404	3	Synchronous
529204.5	-1.8997862235510297	-0.29962145519704136	0.6644354733993122	-1.821164069947427	4	404	3	Synchronous
530204.5	2.181843431714107	-0.37480341014524104	1.4928503107505473	0.5502181073635743	4	404	3	Synchronous
531204.5	0.26282639762125676	0.13296706072974573	1.5056958258870485	0.48021549868989594	4	404	3	Synchronous
532204.5	-0.010236381717809996	0.3218081491664527	0.9726792730747649	0.29104918329544344	4	404	3	Synchronous
533204.5	-0.24126670619471044	0.6438494771184375	-0.197848674543522	0.36331660971520646	4	404	3	Synchronous
534204.5	-0.1577951812785619	1.2467957677061523	-1.734833932575436	0.20602179865947393	4	404	3	Synchronous
535204.5	0.051001951906177186	1.3533061957350045	-0.96109382851207	-0.6424741225604513	4	404	3	Synchronous
536204.5	0.22284364270708723	1.264541537011812	-0.6111819900126307	-1.8231987316319123	4	404	3	Synchronous
537204.5	0.1475430949541712	1.06579980645071	-0.548619014799034	-1.3296726975221873	4	404	3	Synchronous
538204.5	0.5179896492393619	0.9423165572770914	1.200464669262509	0.47300332252071065	4	404	3	Synchronous
539204.5	0.9442707614753817	-0.2196917096956969	0.8601875020223178	-0.12451950719767865	4	404	3	Synchronous
540204.5	0.6277918290654402	-1.6591482941199132	0.7888474657940923	-0.7760046524962543	4	404	3	Synchronous
541204.5	-0.06498447966057323	-1.642419155411577	0.5003232219211483	-0.8338035439394569	4	404	3	Synchronous
542204.5	-0.8360932489550288	-1.0075980466558336	1.0210420339510038	0.7343207990541409	4	404	3	Synchronous
543204.5	-1.0758571498790477	-0.4145018020388335	0.7201211331281622	0.37668137586543754	4	404	3	Synchronous
544204.5	-1.2000287233289488	-0.18798260803408753	0.8746044665676579	0.3242349359341152	4	404	3	Synchronous
545204.5	-1.2116521625425751	-0.00804696786469027	0.10360693107548459	-0.191651856114908	4	404	3	Synchronous
546204.5	-1.0296704685581908	0.31411477154107414	-1.1121849133237562	-1.2179801257183378	4	404	3	Synchronous
547204.5	-0.8619015245885484	0.7456030302405241	-1.30408737766036	-0.8700916071162876	4	404	3	Synchronous
548204.5	-0.598364935239713	1.443740838770884	1.0716360875232684	1.392268184938173	4	404	3	Synchronous
549204.5	0.1452496708574826	1.3094304990241292	0.43177008615699275	1.0218307831260791	4	404	3	Synchronous
550204.5	0.23153620644222161	0.6382053896114399	1.218654409241057	1.4271145412721253	4	404	3	Synchronous
551204.5	0.6361964331412383	0.8064763890374391	1.042208495012299	1.4745389482206213	4	404	3	Synchronous
552204.5	0.6795695462558097	0.6380541263699877	0.8656456858017593	1.1186931431109404	4	404	3	Synchronous
553204.5	0.2848722897315958	0.3610888942244004	0.06442004589088852	0.7852018790155832	4	404	3	Synchronous
554204.5	-0.340981292301014	0.29844817151259956	-0.2685327544744982	1.0459175995869603	4	404	3	Synchronous
555204.5	-0.8646105467657105	1.0948462004198691	-0.9633112790069276	1.021206621712275	4	404	3	Synchronous
556204.5	-0.8144704011494875	1.8396396734898035	1.0835418842102837	1.3952767232217806	4	404	3	Synchronous
557204.5	-0.22107133727806408	1.7879867779977594	0.25144082530115547	0.820809409184114	4	404	3	Synchronous
558204.5	-0.163465500594151	0.656125881966833	-0.8188520111993356	0.5543867888029115	4	404	3	Synchronous
559204.5	0.1220578399105749	-0.5300174311516329	-1.137753224073481	0.20454157478126794	4	404	3	Synchronous
560204.5	0.30349715507363684	-1.3199852744487228	0.8055538792992739	1.1908477729838476	4	404	3	Synchronous
561204.5	0.9014190659956841	-0.9590978692796153	0.7116725227632285	0.6844651128142523	4	404	3	Synchronous
562204.5	1.017946251989271	-1.2334706369895556	1.3758188861125997	1.442635743250993	4	404	3	Synchronous
563204.5	0.6852572790802893	-0.5313571690586942	0.9513080199457836	1.2439027419013993	4	404	3	Synchronous
564204.5	0.011329495324315247	-0.33801313965991003	0.5610502422210651	0.952048921426759	4	404	3	Synchronous
565204.5	-0.5566047418885681	0.08476246526631913	0.8553358966924216	1.3175769290397243	4	404	3	Synchronous
566204.5	-0.9390466957343842	0.7787128341865979	0.061323731518360465	0.8901061620198415	4	404	3	Synchronous
567204.5	-0.798240205163663	1.1392979463037296	0.6594476332325032	0.4932765717888093	4	404	3	Synchronous
568204.5	-0.46826964992955056	1.4438422256040173	0.4221075105892505	0.5710246044973757	4	404	3	Synchronous
569204.5	0.05633274678386409	1.571355445774092	-0.41778059180881494	0.6900959574208876	4	404	3	Synchronous
570204.5	0.2501121450223413	0.6265623412288962	-0.29248460637380197	0.24361931116393462	4	404	3	Synchronous
